article_id,product_code,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,perceived_colour_value_name,perceived_colour_master_name,department_name,index_name,index_group_name,section_name,garment_group_name,detail_desc,image_path,popularity_score
0293433043,0293433,2-p basic cotton tights SG,Underwear Tights,Socks & Tights,Solid,Dark Red,Dark,Red,Kids Girl S&T,Children Sizes 92-140,Baby/Children,Girls Underwear & Basics,Socks and Tights,"Tights in a soft, fine knit with an elasticated waist.",images/029/0293433043.jpg,0
0464297028,0464297,Greta Thong Mynta Low 3p,Underwear bottom,Underwear,Solid,Light Orange,Dusty Light,Orange,Casual Lingerie,Lingeries/Tights,Ladieswear,Womens Lingerie,"Under-, Nightwear","Thong briefs in cotton jersey with a wide lace trim at the top. Low waist, lined gusset, narrow sides and a string back.",images/046/0464297028.jpg,0
0453065031,0453065,Eivor 7-p shaftless,Socks,Socks & Tights,Other pattern,Other Turquoise,Bright,Turquoise,Young Girl S&T,Children Sizes 134-170,Baby/Children,Girls Underwear & Basics,Socks and Tights,Fine-knit trainer socks with elasticated tops.,images/045/0453065031.jpg,0
0399223030,0399223,Jeggings H.W,Trousers,Garment Lower body,Denim,Orange,Medium Dusty,Orange,Denim Trousers,Divided,Divided,Ladies Denim,Trousers Denim,"Jeggings in washed, superstretch denim with a high waist, fake front pockets, real back pockets and skinny legs.",images/039/0399223030.jpg,0
0652029001,0652029,Sunglasses Jimmy,Sunglasses,Accessories,Solid,Beige,Medium Dusty,Beige,Small Accessories,Menswear,Menswear,Men Accessories,Accessories,"Sunglasses with transparent plastic frames and UV-protective, tinted lenses.",images/065/0652029001.jpg,0
0783707026,0783707,1pk Fun 1,Socks,Socks & Tights,All over pattern,Light Green,Light,Green,Socks Wall,Menswear,Menswear,Men Underwear,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops.",images/078/0783707026.jpg,0
0633347002,0633347,FLORENCE UW set,Underwear set,Underwear,Solid,White,Light,White,Young Girl UW/NW,Children Sizes 134-170,Baby/Children,Girls Underwear & Basics,"Under-, Nightwear",Set with a top and boxer briefs in soft cotton jersey. Top with a racer back and elasticated hem. Briefs with an elasticated waist and lined gusset.,images/063/0633347002.jpg,0
0462435016,0462435,6P Tanktopbody pack,Bodysuit,Garment Upper body,Solid,Light Grey,Dusty Light,Grey,Baby basics,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,Jersey Basic,Sleeveless bodysuits in soft organic cotton jersey with press-studs at the crotch.,images/046/0462435016.jpg,0
0748365001,0748365,2pk Dad and Kid Leo,Socks,Socks & Tights,All over pattern,Yellow,Medium,Yellow,Socks Wall,Menswear,Menswear,Men Underwear,Socks and Tights,"Set of two pairs of socks in a soft, fine-knit cotton blend with elasticated tops. One pair in an adult size (7.5-11.5) and one pair in a child size.",images/074/0748365001.jpg,0
0580684015,0580684,Svenne sneaker,Sneakers,Shoes,Solid,Light Blue,Dusty Light,Blue,Sneakers,Ladies Accessories,Ladieswear,Womens Shoes,Shoes,Slip-on trainers in cotton twill with elastic gores in the sides and a loop at the back. Cotton canvas linings and insoles and thermoplastic rubber (TPR) soles.,images/058/0580684015.jpg,0
0857301004,0857301,Cool Jones earring,Earring,Accessories,Solid,Other Green,Bright,Green,Jewellery Extended,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Large earrings in metal and plastic with a round disc and rectangular pendants. Length approx. 8.5 cm.,images/085/0857301004.jpg,0
0755759009,0755759,AMBRA cardigan,Cardigan,Garment Upper body,Melange,Light Blue,Light,Blue,Young Girl Knitwear,Children Sizes 134-170,Baby/Children,Young Girl,Knitwear,"Cardigan in soft, fine-knit cotton with long sleeves, buttons down the front and ribbing around the neckline, cuffs and hem.",images/075/0755759009.jpg,0
0581378002,0581378,Leather Da Vinci,Belt,Accessories,Solid,Orange,Medium Dusty,Orange,Belts,Ladies Accessories,Ladieswear,Womens Big accessories,Accessories,Leather belt with a metal buckle. Width 2.5 cm.,images/058/0581378002.jpg,0
0635440004,0635440,TYRA soft shoes,Other shoe,Shoes,Solid,Dark Yellow,Medium Dusty,Yellow,Baby Exclusive,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,Soft shoes in organic cotton with lacing at the front. Cotton jersey linings and soft soles with anti-slip protectors.,images/063/0635440004.jpg,0
0723930007,0723930,Metal Ellie Watch,Watch,Accessories,Solid,Gold,Bright,Metal,Other items,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,"Metal watch with an adjustable fastening. Diameter of face 3 cm, width of links 1.5 cm, length of bracelet 23 cm.",images/072/0723930007.jpg,0
0854915002,0854915,4p fancy claw,Other accessories,Accessories,Melange,Other Yellow,Bright,Yellow,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Hair claws in metal and plastic. Size 3.5 cm.,images/085/0854915002.jpg,0
0867968002,0867968,S. Skinny LW Epic,Unknown,Unknown,Denim,Light Blue,Dusty Light,Blue,Denim Trousers,Divided,Divided,Ladies Denim,Trousers Denim,"5-pocket, low-rise jeans in washed, stretch denim with a zip fly and button and skinny legs. The cotton content of the jeans is partly recycled.",images/086/0867968002.jpg,0
0862592001,0862592,COLLAB Emma Jayne P-cap,Cap/peaked,Accessories,All over pattern,Light Turquoise,Light,Turquoise,Kids Girl Big Acc,"Children Accessories, Swimwear",Baby/Children,Kids Outerwear,Accessories,"EMMA JAYNE x H&M. Cap in a patterned weave with a soft, lightly brushed finish. Small appliqué on the front, a cotton sweatband and an adjustable plastic fastener at the back.",images/086/0862592001.jpg,0
0812500001,0812500,BB Air Ski Pants,Outdoor trousers,Garment Lower body,Solid,Yellowish Brown,Medium Dusty,Brown,Young Boy Outdoor,Children Sizes 134-170,Baby/Children,Kids Outerwear,Outdoor,"Padded ski trousers in windproof, water-repellent, breathable functional fabric with closed, waterproof seams at critical points. Zip fly and press-stud, zipped side pockets, a flap back pocket with a press-stud, and reinforced hems with snow flaps. Detachable, adjustable elastic braces. Lined. The trousers have a water-repellent coating without fluorocarbons.",images/081/0812500001.jpg,0
0794141001,0794141,Hat Samson 1,Hat/brim,Accessories,Other structure,Dark Grey,Medium Dusty,Grey,Accessories,Menswear,Menswear,Men Accessories,Accessories,Hat in a marled linen and cotton blend with a grosgrain band. Width of brim approx. 3 cm.,images/079/0794141001.jpg,0
0754291005,0754291,2p fancy claws,Hair clip,Accessories,Melange,Dark Green,Dark,Green,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,"Plastic hair claws. Height 2.5 cm, width 35 cm.",images/075/0754291005.jpg,0
0682260003,0682260,CINNA BAKERBOY CAP,Cap/peaked,Accessories,Solid,Dark Red,Dark,Red,Knit & Woven,Divided,Divided,Divided Accessories,Accessories,Captain’s cap in woven fabric with knots at the sides and braiding at the front. Lined.,images/068/0682260003.jpg,0
0606250001,0606250,Copacabana swimsuit MAMA,Underwear body,Underwear,All over pattern,Light Blue,Light,Blue,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined swimsuit with a V-neck, frills at the top, narrow adjustable shoulder straps and concealed elastication under the bust for extra support. Gathers at the sides for best fit.",images/060/0606250001.jpg,0
0815309001,0815309,Didier basic 3PACK,Scarf,Accessories,All over pattern,Light Pink,Dusty Light,Pink,Baby Toys/Acc,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,Accessories,Double-layered triangular scarves in soft organic cotton jersey with an adjustable press-stud fastening at the back of the neck.,images/081/0815309001.jpg,0
0724720001,0724720,MAD-MAX CONCIOUS,Vest top,Garment Upper body,Solid,Red,Medium,Red,Tops Fancy Jersey,Divided,Divided,Divided Collection,Jersey Fancy,"V-neck jersey top with narrow, adjustable shoulder straps and hole-patterned trims around the neckline and down the front and back. The polyester content of the top is partly recycled.",images/072/0724720001.jpg,0
0702410001,0702410,Bowtie Victor Velvet,Tie,Accessories,Solid,Black,Dark,Black,Small Accessories,Menswear,Menswear,Men Accessories,Accessories,Pre-tied bow tie in velvet with an adjustable satin strap and fastening at the back. Width 11.5 cm.,images/070/0702410001.jpg,0
0781180002,0781180,Flora(1),Jumpsuit/Playsuit,Garment Full body,All over pattern,Orange,Medium Dusty,Orange,Trouser,Ladieswear,Ladieswear,Womens Everyday Collection,Trousers,"Sleeveless playsuit in soft viscose jersey in a double layer at the top. Gentle V-neck, narrow shoulder straps and an elasticated seam and drawstring at the waist. Side pockets and wide legs.",images/078/0781180002.jpg,0
0700109001,0700109,Dre sunhat,Hat/brim,Accessories,All over pattern,Light Grey,Dusty Light,Grey,Baby Toys/Acc,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,Accessories,Reversible sun hat in cotton. One side with an all-over print and appliqué and the other in a solid colour. Ties under the chin. Width of brim 3.5 cm.,images/070/0700109001.jpg,0
0821513002,0821513,Go light sports bra,Vest top,Garment Upper body,Solid,Light Green,Dusty Light,Green,Ladies Sport Bras,Sport,Sport,Ladies H&M Sport,Jersey Fancy,"Sports bra in fast-drying functional fabric with narrow, adjustable shoulder straps and lined cups with removable inserts that shape the bust. Narrow, concealed elastication at the top and covered elastication at the hem. Medium support. The polyester content of the bra’s outer fabric and lining is recycled.",images/082/0821513002.jpg,0
0713997084,0713997,Scarf Scrunchie,Other accessories,Accessories,All over pattern,Other Yellow,Bright,Yellow,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Elasticated scrunchie in woven fabric with a scarf detail.,images/071/0713997084.jpg,0
0739493006,0739493,Sage Fur Vest,Outdoor Waistcoat,Garment Upper body,Solid,Light Grey,Medium Dusty,Grey,Kids Girl Outdoor,Children Sizes 92-140,Baby/Children,Kids Outerwear,Outdoor,Gilet in supersoft faux fur with a concealed fastening at the top. Lined.,images/073/0739493006.jpg,0
0335991001,0335991,XMAS Deer aliceband,Alice band,Accessories,Glittering/Metallic,Red,Medium,Red,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Metal Alice band with glittery decorations in the shape of reindeer antlers.,images/033/0335991001.jpg,0
0844109002,0844109,SC SAVANNA knitted trousers,Trousers,Garment Lower body,Glittering/Metallic,Silver,Light,Metal,Studio Collection,Ladieswear,Ladieswear,Special Collections,Unknown,"STUDIO COLLECTION. Leggings in an airy, fine, rib-knit rayon blend containing shimmering metallic threads. Fitted style with covered elastication at the waist, a chunky zip in one side and legs with pleats and flared hems with slits in the sides.",images/084/0844109002.jpg,0
0844119001,0844119,SC - LJUNG platform boot,Boots,Shoes,Solid,Off White,Dusty Light,White,Studio Collection,Ladieswear,Ladieswear,Special Collections,Unknown,"STUDIO COLLECTION. High platform boots in leather with square toes, a flatlock seam down the front and a zip in one side. Twill linings, leather insoles and leather soles. Platform approx. 3.5 cm. Heel approx. 8 cm.",images/084/0844119001.jpg,0
0796735006,0796735,Cleo shirt dress,Blouse,Garment Upper body,All over pattern,Greenish Khaki,Dusty Light,Khaki green,Young Girl Dresses,Children Sizes 134-170,Baby/Children,Young Girl,Dresses/Skirts girls,"Dress in woven fabric with a collar, button placket, gathered yoke at the back, and a detachable belt in braided imitation suede. Long sleeves with buttoned cuffs and a tab and button, a chest pocket with a button, concealed pockets in the side seams, and a rounded hem. Slightly longer at the back.",images/079/0796735006.jpg,0
0616635003,0616635,PQ Cilla sunglasses,Sunglasses,Accessories,All over pattern,Dark Yellow,Medium Dusty,Brown,Sunglasses,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames, sidepieces and lenses. The lenses are UV-protective, tinted and polarised. Polarised lenses convey colours more clearly and provide stronger contrasts while preventing glare.",images/061/0616635003.jpg,0
0838901001,0838901,FILIPPA jersey romper,Dungarees,Garment Full body,Solid,Orange,Medium Dusty,Orange,Baby Exclusive,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Romper suit in soft, slub jersey made from organic cotton with buttons down the front and flutter sleeves. Concealed press-studs at the crotch and down the legs (except in sizes 1-4Y), and narrow elastication at the hems.",images/083/0838901001.jpg,0
0863560003,0863560,Sharkfin bottom,Swimwear bottom,Swimwear,Stripe,Light Purple,Light,Lilac Purple,Divided Swimwear,Divided,Divided,Divided Basics,Swimwear,"Fully lined bikini bottoms with a mid, V-shaped waist and high cut at the back.",images/086/0863560003.jpg,0
0768997002,0768997,SKI MITTENS BASIC,Gloves,Accessories,Solid,Red,Bright,Red,Kids Boy Big Acc,"Children Accessories, Swimwear",Baby/Children,Kids Outerwear,Accessories,"Padded ski mittens in windproof, water-repellent fabric with folded seams and reflective details. Reinforced palms, ribbing at the top and a Thinsulate™ lining. The mittens have a water-repellent coating without fluorocarbons.",images/076/0768997002.jpg,0
0530483002,0530483,Crut bib,Dungarees,Garment Full body,Solid,Dark Grey,Dark,Grey,Baby Boy Woven,Baby Sizes 50-98,Baby/Children,Baby Boy,Woven/Jersey/Knitted mix Baby,"Dungarees in stretch fabric with adjustable straps with press-studs and a chest pocket. Seam at the waist, press-studs at the sides, side pockets and fake back pockets. Concealed press-studs at the crotch and down the legs in sizes 4-12M.",images/053/0530483002.jpg,0
0519524003,0519524,LETICIA Frill Bikini,Swimwear set,Swimwear,Stripe,Blue,Light,Blue,Young Girl Swimwear,"Children Accessories, Swimwear",Baby/Children,"Kids Accessories, Swimwear & D",Swimwear,"Fully lined, patterned bikini with frills. Top with an adjustable tie at the back of the neck and a plastic fastener at the back.",images/051/0519524003.jpg,0
0875113001,0875113,RATTLE,Other accessories,Accessories,Solid,Greyish Beige,Dark,Mole,Baby Exclusive,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Padded linen rattle in the shape of a porcini mushroom. Length approx. 11 cm.,images/087/0875113001.jpg,0
0788327002,0788327,Sandrio knitted jumper,Sweater,Garment Upper body,Melange,Other Blue,Bright,Blue,Knitwear,Ladieswear,Ladieswear,Womens Trend,Knitwear,"Jumper in a soft, chunky knit with 3/4-length puff sleeves and wide ribbing around the neckline, cuffs and hem.",images/078/0788327002.jpg,0
0912169003,0912169,HLW bucket,Other accessories,Accessories,Front print,Other Purple,Bright,Lilac Purple,Girls Small Acc/Bags,"Children Accessories, Swimwear",Baby/Children,"Kids Accessories, Swimwear & D",Accessories,Spooky pumpkin-shaped plastic bucket with a handle at the top.,images/091/0912169003.jpg,0
0651520001,0651520,A-band reversable sequins ears,Hair/alice band,Accessories,Solid,Dark Pink,Bright,Pink,Girls Small Acc/Bags,"Children Accessories, Swimwear",Baby/Children,"Kids Accessories, Swimwear & D",Accessories,Alice band in satin-covered metal with appliqués on top in the shape of cat ears in fabric with reversible sequins.,images/065/0651520001.jpg,0
0774210001,0774210,Playfull dance shoe,Other shoe,Shoes,Solid,White,Light,White,Kids Dress-up/Football,"Children Accessories, Swimwear",Baby/Children,"Kids Accessories, Swimwear & D",Accessories,"Dance shoes with an elastic strap over the foot, motif on the front and appliqués. Cotton linings and insoles and soft suede soles.",images/077/0774210001.jpg,0
0503679002,0503679,Monaco,Blouse,Garment Upper body,Solid,Light Grey,Dusty Light,Grey,Blouse,Ladieswear,Ladieswear,Womens Tailoring,Blouses,"Blouse in woven fabric with a small stand-up collar, opening with buttons at the back of the neck and a lace yoke at the front. Short double-frilled sleeves and a rounded hem. Slightly longer at the back. The polyester content of the blouse is partly recycled.",images/050/0503679002.jpg,0
0673396014,0673396,Ringo hipbelt,Belt,Accessories,All over pattern,Dark Green,Dark,Green,Belts,Ladies Accessories,Ladieswear,Womens Big accessories,Accessories,Belt in grained imitation leather with a metal buckle. Width approx. 2.2 cm.,images/067/0673396014.jpg,0
0813104001,0813104,Austin Shirt,Shirt,Garment Upper body,Check,Red,Medium,Red,Kids Boy Shirt,Children Sizes 92-140,Baby/Children,Kids Boy,Shirts,"Shirt in a patterned cotton weave with a collar and press-studs down the front. Flap chest pockets with a press-stud, long sleeves with a tab and button, and a rounded hem. Slightly longer at the back.",images/081/0813104001.jpg,0
0801430010,0801430,Billy 5-pkt (TVP),Trousers,Garment Lower body,Solid,Dark Yellow,Dark,Beige,Kids Boy Trouser,Children Sizes 92-140,Baby/Children,Kids Boy,Trousers,"Straight trousers in washed cotton twill with a soft brushed finish. Adjustable, elasticated waist, zip fly and button, and front and back pockets.",images/080/0801430010.jpg,0
0436570026,0436570,Moscow Cross Bag,Bag,Accessories,Solid,Blue,Medium Dusty,Blue,Bags,Ladies Accessories,Ladieswear,Womens Big accessories,Accessories,"Small shoulder bag in grained imitation leather with a narrow, detachable shoulder strap, flap with a magnetic fastener, and two inner compartments. Lined. Size 15x20 cm.",images/043/0436570026.jpg,0
0918149001,0918149,KYLE SHIRT,Shirt,Garment Upper body,Stripe,Light Purple,Light,Lilac Purple,Tops Woven,Divided,Divided,Divided Collection,Blouses,"Straight-cut shirt in soft cotton poplin with a collar and buttons down the front. Gently dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem.",images/091/0918149001.jpg,0
0835595001,0835595,Bracelet Pack Korn,Bracelet,Accessories,Mixed solid/pattern,Black,Dark,Black,Small Accessories,Menswear,Menswear,Men Accessories,Accessories,"Elastic bracelets in various designs, one with a small metal pendant in the shape of a feathered wing.",images/083/0835595001.jpg,0
0581153002,0581153,Maggi espadrille,Flat shoe,Shoes,Stripe,Off White,Dusty Light,White,Flats,Ladies Accessories,Ladieswear,Womens Shoes,Shoes,Espadrilles with a braided jute trim around the soles. Fabric linings and insoles and thermoplastic rubber (TPR) soles.,images/058/0581153002.jpg,0
0772945001,0772945,Edward knitted skirt,Skirt,Garment Lower body,Solid,Dark Turquoise,Dark,Turquoise,Knitwear,Ladieswear,Ladieswear,Womens Tailoring,Knitwear,"Gently flared, knee-length skirt in a fine-knit viscose blend with a ribbed, elasticated waistband. Unlined.",images/077/0772945001.jpg,0
0576557001,0576557,FLORENCE frill cardigan,Cardigan,Garment Upper body,Solid,Blue,Dusty Light,Blue,Baby Girl Knitwear,Baby Sizes 50-98,Baby/Children,Baby Girl,Knitwear,"Cardigan in a soft, fine-knit viscose blend with frills and buttons down the front.",images/057/0576557001.jpg,0
0774552008,0774552,PQ GRACE SILK MIX TANK,Sweater,Garment Upper body,Solid,Dark Beige,Dark,Beige,Jersey/Knitwear Premium,Ladieswear,Ladieswear,Womens Premium,Knitwear,"Vest top in airy, ribbed jersey made from a soft silk and viscose blend with a low-cut neckline at the back.",images/077/0774552008.jpg,0
0914745003,0914745,NEW LP SPORT,Jacket,Garment Upper body,Solid,Dark Turquoise,Medium,Turquoise,Outdoor/Blazers,Divided,Divided,Divided Collection,Outdoor,"Sporty, hooded jacket in nylon. High collar, a zip down the front, dropped shoulders and long sleeves with covered elastication and a hook and loop tab at the cuffs. Seams front and back with a decorative D-ring at the front and diagonal, concealed front pockets with a zip. Elasticated drawstring around the hood and hem. Recycled polyester lining.",images/091/0914745003.jpg,0
0680036001,0680036,Speed Pineapple Earring,Earring,Accessories,Solid,Light Yellow,Bright,Yellow,Jewellery Extended,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Large clip earrings with pineapple-shaped pendants. Clips decorated with sparkly stones and plastic beads. Length 6.5 cm.,images/068/0680036001.jpg,0
0756356003,0756356,Flora Headband NEW,Hair/alice band,Accessories,Application/3D,Grey,Dusty Light,Grey,Knit & Woven,Divided,Divided,Divided Accessories,Accessories,Headband in a soft knit with a knot detail at the front.,images/075/0756356003.jpg,0
0644036004,0644036,Moccasin own graphic,Slippers,Shoes,All over pattern,Dark Blue,Dark,Blue,Baby Socks,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,Socks and Tights,"Knitted moccasins with soft terry inside, an imitation leather trim and soft suede soles.",images/064/0644036004.jpg,0
0677917007,0677917,Topher Leather Belt,Belt,Accessories,Solid,Yellowish Brown,Dark,Brown,Belts,Menswear,Menswear,Men Accessories,Accessories,Leather belt with a metal buckle. Width 2.9 cm.,images/067/0677917007.jpg,0
0791215003,0791215,Rhuna pump,Pumps,Shoes,Solid,Light Beige,Dusty Light,Beige,Heels,Ladies Accessories,Ladieswear,Womens Shoes,Shoes,Court shoes with pointed toes and covered heels. Satin linings and imitation leather insoles. Heel 9.5 cm.,images/079/0791215003.jpg,0
0757270003,0757270,Pisces top,Vest top,Garment Upper body,All over pattern,Light Turquoise,Dusty Light,Turquoise,Projects Woven Tops,Divided,Divided,Divided Projects,Blouses,"Short, cold shoulder top in a patterned, crinkled weave with narrow shoulder straps, short sleeves and a frill trim at the top.",images/075/0757270003.jpg,0
0867588004,0867588,HONEY HONEY bikini,Swimwear set,Swimwear,Dot,Dark Green,Medium Dusty,Green,Young Girl Swimwear,"Children Accessories, Swimwear",Baby/Children,"Kids Accessories, Swimwear & D",Swimwear,"Fully lined, patterned bikini. V-neck top with a decorative bow at the front, flounce-trimmed shoulder straps and a plastic fastener at the back. Matching bottoms.",images/086/0867588004.jpg,0
0814389001,0814389,Karen,Blazer,Garment Upper body,Check,Orange,Bright,Orange,Suit jacket,Ladieswear,Ladieswear,Womens Everyday Collection,Dressed,"Straight-cut, single-breasted, pattern-weave jacket with narrow notch lapels, low dropped shoulders and patch front pockets. Lined.",images/081/0814389001.jpg,0
0661794005,0661794,Flamingo,Coat,Garment Upper body,Solid,Dark Green,Dark,Green,Outwear,Ladieswear,Ladieswear,Womens Jackets,Outdoor,Short coat in a woven wool blend with a high stand-up collar with press-studs and a concealed zip down the front. Zipped side pockets. Lined.,images/066/0661794005.jpg,0
0519049001,0519049,Twisted pile overall,Outdoor overall,Garment Full body,Solid,Grey,Dusty Light,Grey,Baby Boy Outdoor,Baby Sizes 50-98,Baby/Children,Baby Boy,Outdoor,"All-in-one suit in marled, fine-knit thermal fleece with a stand-up collar, zip down the front and raglan sleeves.",images/051/0519049001.jpg,0
0592035001,0592035,Jeff oxford waistcoat,Tailored Waistcoat,Garment Upper body,Solid,Blue,Medium,Blue,Kids Boy Shirt,Children Sizes 92-140,Baby/Children,Kids Boy,Shirts,"Suit waistcoat in a cotton weave with buttons down the front, front pockets and a welt chest pocket. Lined.",images/059/0592035001.jpg,0
0764567004,0764567,Bormio fine knitted jumper,Sweater,Garment Upper body,Melange,Light Beige,Dusty Light,Beige,Knitwear,Ladieswear,Ladieswear,Womens Trend,Knitwear,"Fitted rib-knit jumper in a soft alpaca blend with a deep neckline at the front, long sleeves and ribbing at the cuffs and hem.",images/076/0764567004.jpg,0
0880657001,0880657,Flirty Fingal Necklace,Necklace,Accessories,Solid,Light Green,Dusty Light,Green,Jewellery,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,"Necklace with three metal chains in various designs, one with a round pendant with a marble-patterned plastic bead. Adjustable length.",images/088/0880657001.jpg,0
0445400029,0445400,Johan s/l pj BB,Pyjama set,Nightwear,Front print,Other Yellow,Bright,Yellow,Young Boy UW/NW,Children Sizes 134-170,Baby/Children,Boys Underwear & Basics,"Under-, Nightwear",Pyjama T-shirt and shorts in soft cotton jersey. T-shirt with a print motif on the front and shorts with an elasticated waist.,images/044/0445400029.jpg,0
0290519019,0290519,Basic co/fl cardigan,Cardigan,Garment Upper body,Solid,Red,Medium,Red,Baby basics,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,Jersey Basic,"Cardigan in soft organic cotton sweatshirt fabric with a stand-up collar, press-studs down the front, and ribbing around the neckline, cuffs and hem. Soft brushed inside.",images/029/0290519019.jpg,0
0757187001,0757187,Bird Top,Blouse,Garment Upper body,Solid,Other Green,Light,Green,Blouse & Dress,Ladieswear,Ladieswear,Womens Trend,Blouses,"Wide, straight-cut blouse in woven fabric with covered buttons at the front. Small stand-up collar, an opening and buttons at the back of the neck and short puff sleeves with narrow, buttoned cuffs.",images/075/0757187001.jpg,0
0587088003,0587088,Gift Pack.,Giftbox,Accessories,Solid,Black,Dark,Black,Men Sport Acc,Sport,Sport,Men H&M Sport,Accessories,"Running set with a hat, gloves and tube scarf in thermal fleece. Gloves with a reflective print and touchscreen-compatible material at the tops of the thumb and index finger. Hat and tube scarf with reflective appliqués.",images/058/0587088003.jpg,0
0709750001,0709750,SB UV Suit,Swimwear top,Swimwear,Colour blocking,Turquoise,Bright,Turquoise,Kids Boy Swimwear,"Children Accessories, Swimwear",Baby/Children,"Kids Accessories, Swimwear & D",Swimwear,"Swimsuit in UV-protective material with a print motif at the top, small stand-up collar and a zip at the back. Short raglan sleeves and short legs. UPF50.",images/070/0709750001.jpg,0
